Name,source,country,site,strata,Label,Cover
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,MAEC,0
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,MAEF,0
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,BRY,0
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,CNCA,0
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,CNTR,0
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,CRB,0
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,MOB,0
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,MOG,0
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,SP,0
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,WPOT,2
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,SC,30
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,Unc,0
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,MAA,43
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,MAEC,0
AR_PM_PC_LT_20181105_Q01,visual,AR,PC,LT,MAEF,0
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,BRY,0
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,CNCA,0
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,CNTR,0
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,CRB,0
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,MOB,0
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,MOG,0
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,SP,0
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,WPOT,8
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,SC,71
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,Unc,0
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,MAA,5
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,MAEC,0
AR_PM_PC_LT_20181105_Q02,visual,AR,PC,LT,MAEF,0
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,BRY,0
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,CNCA,0
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,CNTR,0
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,CRB,0
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,MOB,0
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,MOG,0
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,SP,0
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,WPOT,0
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,SC,62
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,Unc,0
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,MAA,22
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,MAEC,0
AR_PM_PC_LT_20181105_Q03,visual,AR,PC,LT,MAEF,0
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,BRY,0
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,CNCA,0
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,CNTR,0
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,CRB,0
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,MOB,0
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,MOG,0
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,SP,0
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,WPOT,18
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,SC,59
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,Unc,0
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,MAA,21
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,MAEC,0
AR_PM_PC_LT_20181105_Q04,visual,AR,PC,LT,MAEF,0
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,BRY,0
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,CNCA,0
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,CNTR,0
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,CRB,0
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,MOB,0
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,MOG,0
AR_PM_PC_LT_20181105_Q05,visual,AR,PC,LT,SP,0
